OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051ZR,2024-12-31T16:23:34.535904,14.51660025,.000409,86.3259,142.8741,128.3974,231.7599,0,U,38241,999,55174,.27508E-2,.11058E-3,0
IRIDIUM 33 DEB,1997-051ZW,2024-12-29T08:17:01.264128,15.13053250,.0031004,86.2210,227.9108,134.6834,225.6939,0,U,38469,999,56100,.24913E-1,.473761E-2,0
IRIDIUM 33 DEB,1997-051AAB,2024-12-31T03:47:47.439744,14.48187170,.0027098,86.3539,160.7910,159.8371,200.3909,0,U,38474,999,60297,.21913E-2,.8228E-4,0
IRIDIUM 33 DEB,1997-051AAJ,2024-12-29T22:09:50.352480,14.46339132,.0065363,85.9650,342.7984,274.5190,84.8547,0,U,39777,999,57850,.95973E-2,.35513E-3,0
IRIDIUM 33 DEB,1997-051AAK,2024-12-31T05:52:38.274816,14.50301453,.0009441,86.3806,193.0975,101.7288,258.4976,0,U,39778,999,55663,.26475E-2,.10347E-3,0
IRIDIUM 33 DEB,1997-051AAN,2024-12-30T08:32:02.258016,14.12338689,.0195855,86.3716,40.2088,289.2245,80.5861,0,U,39781,999,3187,.197E-1,.43735E-3,0
IRIDIUM 33 DEB,1997-051ABJ,2024-12-27T17:17:58.576704,14.74834358,.0009225,86.3642,161.9105,207.4233,164.3905,0,U,40996,999,57291,.60081E-2,.40493E-3,0
IRIDIUM 33 DEB,1997-051ABL,2024-12-29T20:08:00.053664,14.43179428,.0008993,86.3805,201.9467,136.8036,282.8437,0,U,40998,999,1660,.13066E-2,.4411E-4,0
IRIDIUM 33 DEB,1997-051ABN,2024-12-31T04:24:57.905856,14.19817567,.0221671,86.2836,341.4604,311.7404,57.1120,0,U,46435,999,2979,.23809E-1,.65055E-3,0
IRIDIUM 33 DEB,1997-051ABR,2024-12-30T17:11:52.271808,14.38745818,.0042876,86.2685,154.8302,32.9375,28.4317,0,U,46734,999,58015,.32259E-2,.10034E-3,0
IRIDIUM 33 DEB,1997-051ABX,2024-12-31T03:00:10.154592,14.56714882,.0021764,86.3384,133.9727,62.3866,61.3307,0,U,46965,999,57215,.2495E-2,.1121E-3,0
IRIDIUM 33 DEB,1997-051ACG,2024-12-29T23:48:45.384480,14.35104960,.0104149,86.3037,255.7281,251.3510,107.6356,0,U,46974,999,52504,.79914E-2,.24325E-3,0
IRIDIUM 33 DEB,1997-051ACM,2024-12-31T07:09:19.437696,14.64297265,.0045654,86.3461,205.8635,1.9190,358.2188,0,U,46979,999,30317,.67821E-2,.36489E-3,0
