OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036GU,2024-12-31T11:16:05.541312,14.32827868,0.002677,74.0364,249.5362,44.0407,128.5493,0,U,34009,999,82985,4.02E-04,1.08E-05,0
COSMOS 2251 DEB,1993-036GV,2024-12-31T17:29:11.786496,14.84765253,0.001584,74.0139,266.929,141.5744,218.6567,0,U,34010,999,84100,5.43E-03,4.64E-04,0
COSMOS 2251 DEB,1993-036GW,2024-12-31T20:31:39.596160,14.39045606,0.0038417,74.0167,250.7133,59.246,301.2469,0,U,34011,999,82935,2.56E-03,7.95E-05,0
COSMOS 2251 DEB,1993-036GZ,2024-12-31T21:25:50.098080,14.67466266,0.0042184,74.0178,232.5419,102.8062,269.4991,0,U,34014,999,84220,2.45E-03,1.41E-04,0
COSMOS 2251 DEB,1993-036HA,2024-12-31T12:13:25.040640,14.55477855,0.0026384,74.0272,98.3915,284.5802,86.2645,0,U,34015,999,83485,3.72E-03,1.63E-04,0
COSMOS 2251 DEB,1993-036HD,2024-12-30T15:41:29.986656,13.80494113,0.0264256,73.8789,320.0613,59.5245,111.638,0,U,34018,999,79866,1.52E-03,2.05E-05,0
COSMOS 2251 DEB,1993-036HE,2024-12-31T17:07:39.932832,14.31791042,0.0065589,73.9574,326.0358,223.7337,200.1666,0,U,34019,999,82564,2.74E-03,7.48E-05,0
COSMOS 2251 DEB,1993-036HG,2024-12-31T20:30:10.279296,14.482729,0.002281,74.0386,58.4698,288.594,191.9711,0,U,34021,999,83619,1.42E-03,5.31E-05,0
COSMOS 2251 DEB,1993-036HH,2024-12-31T07:24:01.014912,14.38230852,0.0022751,74.0525,188.7975,341.4316,192.9124,0,U,34022,999,83213,6.41E-04,1.93E-05,0
COSMOS 2251 DEB,1993-036HJ,2024-12-31T16:57:45.931104,14.39456198,0.0018927,74.0244,171.6206,352.8971,18.7894,0,U,34023,999,83233,1.17E-03,3.63E-05,0
COSMOS 2251 DEB,1993-036HK,2024-12-31T15:19:47.150688,14.34854023,0.0021072,74.0451,230.0918,7.4303,23.5501,0,U,34024,999,83059,5.09E-04,1.42E-05,0
COSMOS 2251 DEB,1993-036HM,2024-12-31T18:36:37.878624,13.64086506,0.0352132,73.7649,191.987,114.2723,262.5219,0,U,34026,999,78812,3.02E-03,3.65E-05,0
COSMOS 2251 DEB,1993-036HP,2024-12-31T20:37:27.597216,13.20209473,0.0548257,73.8807,157.4435,352.8609,159.8307,0,U,34028,999,76442,7.98E-04,6.87E-06,0
COSMOS 2251 DEB,1993-036HS,2024-12-31T15:22:52.309344,14.5485849,0.0028013,74.0163,74.3623,281.37,229.5167,0,U,34031,999,83523,3.15E-03,1.36E-04,0
COSMOS 2251 DEB,1993-036HT,2024-12-31T08:40:51.858912,15.16671262,0.001382,74.0058,39.0442,285.9818,85.2797,0,U,34032,999,83676,1.38E-02,2.82E-03,0
COSMOS 2251 DEB,1993-036HU,2024-12-31T15:21:25.982784,15.13015484,0.0008239,73.9791,78.9274,351.5146,159.0589,0,U,34033,999,83475,1.38E-02,2.53E-03,0
